IDNUM;OTEXE;NREG;ZENVI;SUTOT;CHAFF;PRODV;PRODH;PRODT;PRODA;RESEX;CHRAM;CHRSE;CHRPH;CHRAC;CHRAG;CHRPV;CHRCA;ELECTQUA;ENTBT;ENTMT;LFERM;LMATE;ASSRE;ASSAU;TVANR;TXPRO;TAXES;AIMTX;FPERS;CHSOC;CFINL;CAGR4
37937;45;84;0;23;93418.74;14212.37;0;150;49686.57;2891.9;1920;4455.5;1150;15355.52;1150;3409.22;1711.54;7658.14;2916.53;4134.41;11261.81;0;0;3498.09;0;336.45;0;617.8;26262.97;3400;314.69;191.51
37950;45;84;1;26;271817;249831;0;0;0;73285;3772;3974;18480;0;0;0;6180;49825;21589;11829;21744;0;2579;4321;0;2015;0;1722;0;0;413;8
38011;47;84;0;21;261530.12;211517.35;0;18;16936.77;21961.32;1321.47;20756.68;42629.13;3790.98;0;726.17;12486.77;7690;293.14;5552.54;41814.59;0;4004.12;8556.5;0;1431.95;0;1036.68;5515.2;201.21;1356.67;7.92
38144;84;84;0;14;176550;121470;0;12087;39595;-25639.77;2714;17691;17475;18047;428;2079;7936;31400;374;11503;26746;3319;0;7954;0;1316;446;538;18635;1307;616;0
38158;37;84;0;9;317666;323194;0;8413;0;63456.81;16774;22906;44429;0;0;0;23557;8771;4327;36283;31395;0;13399;11615;0;3725;2293;1524;7138;997;5689;0
38166;39;84;0;12;92159;0;91982;0;0;22162;5757;17500;174;0;0;0;0;20962;245;599;0;156;0;2335;0;0;104;0;11933;572;49;131
38542;15;84;0;26;573963;265922;0;0;47152;50560;2132;19235;25154;20660;32461;4599;18533;103670;9048;19109;43132;5805;6696;11930;0;2513;0;1046;77360;10133;7908;86
38607;46;84;0;15;110944;16991;0;-375;12179;19599;0;5397;2632;18517;0;311;5256;17929;234;4033;11248;8034;4674;386;0;507;0;444;0;0;1342;1467
38613;46;84;0;16;99022.88;0;0;137407.03;0;66320.46;0;0;4176.2;0;0;0;1607.24;0;6362.7;4774.9;18998.89;0;0;6469.95;0;0;0;443.02;11289.94;932.12;83.2;1.63
38614;46;84;0;22;434233.19;3665.68;1986.19;298374.72;0;-28016.77;0;0;8702.63;0;0;0;4616.02;12556.07;8561.72;16359.57;23883.86;2497.34;8384.98;9401.42;0;3339.8;0;422.49;85865.94;16311.68;1160.91;503.24
38692;74;84;0;12;73836;29435;0;1025;37289;-19550;0;4671;9166;545;0;946;5722;22367;2540;7989;13877;2591;3859;72;0;277;337;369;0;0;830;0
38693;46;84;0;16;288539.9;-3060;0;-100;40410.56;135506.56;902.12;11580.28;0;24617.21;0;2814.29;10041.23;31405;0;12215.55;14166.89;0;0;1014.38;0;724.74;752;1229.31;13592.8;2068.12;0;0
38702;46;84;0;16;1355146.65;0;1344341.09;0;0;129095.62;77327.17;295717.15;7646.22;0;0;0;5947.23;187733;8380.14;39588.7;5558.42;1470.45;0;26563.2;0;0;1763;1266.82;257945.67;35575.35;10314.39;3757.59
38709;74;84;0;23;312268;53896;0;5280;13985;44029.53;2286;10158;5149;51319;5799;9048;13235;44943;1227;8119;26112;1689;0;6088;0;734;0;579;0;0;2607;572
38710;45;84;1;17;100533.71;56003.65;0;3131.6;0;-25797.17;0;9670.66;12576.22;0;0;0;2176.6;1705;0;5317.29;8512.87;0;4737.01;4857.7;0;5530.78;2928;571;0;0;303.51;59.3
38716;84;84;0;13;205678;18575;0;1439;13780;11;0;1351;3302;83070;3465;4221;5206;15600;0;14738;10661;0;0;10661;0;301;1198;814;18556;2995;1209;1241
38720;46;84;0;13;209443;94587.3;0;0;108875.16;60170.6;1711;8935.43;8179.65;24169.31;0;5047.05;6619;25370;981;11422;5507;253;5294;5766;0;237;937;1157;0;0;1075.15;217
38921;46;84;0;9;172384;14054;0;3250;28320;-58469;1756;1103;4304;14757;0;2479;13013;38403;1922;22107;16291;0;0;83336;0;187;0;2290;41907;6502;3645;1
38927;47;84;0;5;30649.55;13244.23;0;960;16407.19;25618.58;0;1063.59;2465.23;2694.07;0;218.42;5409.29;1545;1293.52;3929.52;0;0;0;3565.28;0;73.03;978;639.76;0;0;845.23;152.41
39137;45;84;1;18;174713;1080;0;0;44153;-74407;3299;0;31;41471;0;7792;4805;15824;12843;5074;6000;0;0;7904;0;0;774;2594;18203;1909;255;3
39151;46;84;0;22;99909.1;96661.6;0;6854;0;27918.32;0;8734.9;14444.89;0;0;0;4858.23;6503;0;5848.48;15830.79;0;2516.48;6027.34;0;0;0;460.04;0;0;25.93;0
39154;46;84;0;24;120396;88986;0;5172;0;-18230;0;9458;18658;0;0;0;9413;2300;0;4816;2223;0;3018;8337;0;858;0;594;0;0;1607;176
39155;46;84;0;16;16084.34;11005.39;0;78929.99;0;31016.72;0;1913.34;8811.88;0;0;0;1821.31;5650;1652.19;2836.82;3143.95;0;4925.71;3039.5;0;0;79.46;133;11438.25;1278.63;14.09;2.65
39225;46;84;0;26;169141;139914;0;0;0;-9414.51;0;11271;19757.6;0;0;0;10252.33;11100;85;14398;18000;0;15836;7627;0;3649;0;506;9748;1547;1838.37;969
39287;28;84;0;4;633258;265660.04;0;351631;0;98305.91;11332;15931;47287;0;0;0;16426;207500;2813;22063;38296;14772;29431;22474;0;17985;0;224;0;0;8458.55;274.82
39289;37;84;0;2;136489;6409.2;0;0;71477;16576.84;3162;2975;2123;36305;5260;2708;4942;33590;2563;3443;3250;1045;1527;5884;0;578;594;0;0;0;610;0
39304;84;84;1;27;598235.57;17150.25;0;567532.59;0;82434.1;0;3851.25;18255.41;0;0;0;17665.49;71868;0;37099.8;31143.17;682.01;3095.19;6279.76;0;804.52;0;5771.72;146320.56;30327.7;1565.64;66.2
39309;37;84;0;3;122771.19;60023.9;0;7958;41678.34;9875.06;0;17159.2;13430.37;25852.63;0;1137.82;10637.67;5962;0;11137.69;10556.85;1040.6;840.07;6574.81;0;629.69;31;617.41;2928.76;379.13;444.48;9.76
39314;37;84;0;12;399902;70291;0;5838;154731;94451;0;12000;10130;52476;0;8871;6556;75936;948;15990;35095;2859;16625;1206;0;1146;0;4989;23074;13128;3002;5388
39316;37;84;0;7;639382.76;201068.86;0;1294.5;352360.2;172429.17;0;9858.76;24499.42;124149.98;0;9578.16;21442.18;23649;9876.23;16204.98;43026.29;7238.88;401.76;10031.88;0;4152.41;0;1272.61;11295.86;1279.49;4139.54;4230.87
39359;48;84;0;10;60346;60531;0;0;0;-1422.81;539;7310;3742;0;0;0;1927;63400;0;11432;4167;0;3498;5278;0;0;0;652;0;0;0;172
39369;45;84;0;15;103275;103275;0;0;0;-25519;0;6899;5997;0;0;0;0;4865;0;8843;0;0;7439;6000;0;0;314;1400;0;0;790.9;0
39374;45;84;0;13;135724.62;129496.91;0;2592;0;58918.38;0;1993.13;15506.11;0;0;0;6323.32;2170;0;6744.54;15057.03;1000;1081.2;4761.04;0;1189.09;0;408;0;0;0;0
39375;15;84;0;23;322902;322287;0;0;0;111887.71;4481;9992;44846;0;0;0;15221;8039;0;11198;43359;0;16677;0;0;3080;0;794;0;0;2059;0
39378;15;84;0;24;258637;207076;0;0;38064;45205;0;14309;33784;11214;0;548;20317;9510;2029;24756;45317;0;2479;5393;0;2297;0;655;0;0;1914;84
39381;74;84;0;27;200660;-5500;0;0;22602;17023;0;6295;1654;30469;3420;7441;4881;20624;1086;8173;16013;0;704;5386;0;4276;0;656;15223;2277;738;86
39384;15;84;0;21;174975;92600;0;1320;36841;38809;1880;5409;13737;3906;0;976;201;19778;2162;10239;16308;0;684;7863;0;1309;1544;795;0;0;3895;2992
39386;46;84;0;13;407057;42022;0;24;112994;78561;0;13587;11370;112771;0;14893;15557;46602;0;18002;31401;0;0;10688;0;1760;203;12560;642;708;7646;118
39390;46;84;0;18;221699;68293.65;0;920;19394.77;38253.53;0;10860.72;21144.19;41666.67;800;4232.99;10508.59;20281;0;9896.33;13792.89;1411.73;1758.03;10925.29;0;1483.26;0;697.5;0;0;929.33;92.83
39398;45;84;0;11;163424.38;115605.2;0;2400;40461.18;43772.95;0;5330.1;18351.67;7093.65;0;1567.68;9916.99;4900;0;5625.74;18929;2106.2;7233.18;8322.31;0;1710.38;0;1838.44;0;0;569.28;184.94
39399;83;84;1;28;183653.28;63790.83;0;900;127403;59150.28;0;7830;8329;19318;0;9850;11219;11416;241;5732;22257;1104;4108;11541;0;1009;29;921;0;0;4928;672
39400;48;84;0;26;332170;307640;0;0;0;118524;2937;26981;44238;0;0;0;16716;2190;8070;19755;48524;93;6425;6195;0;3722;0;1344;508;0;4049;307
39401;46;84;0;23;654228;339556;0;1537;31881;149976;0;29694;48796;96977;0;5870;17823;45961;4895;21900;51553;908;10260;12475;0;4129;642;1880;0;0;4735;884
39402;15;84;1;26;528449.31;198310.38;0;12284.3;274739.33;70744.14;320;11404.1;28609.37;191564.84;0;6618.29;18701.87;47638.4;0;2675.12;45048.13;852;5579.02;7205.89;0;1133.77;0;1058.08;0;0;0;4680.25
39634;48;84;0;13;45235.36;11188.11;35716.47;0;0;15831.89;0;857.18;2004.9;0;0;0;1465.98;5460;1587.57;741.85;2008.88;0;7045.29;3149.82;0;37.43;0;459;29420.6;2144.73;0;0
39636;45;84;0;10;900615;0;899149;0;0;171570;8307;138975;52029;0;0;0;2962;343114;0;33892;9721;2432;7720;6797;0;1067;2237;10418;174116;25021;6151;4511
39853;46;84;0;16;484033;192830;290803;0;0;270241;0;33385;13849;0;0;0;5156;23850;0;5120;41329;0;0;6376;0;1316;0;5433;34715;1594;0;0
39857;15;84;0;28;416352;367822;45917;0;0;-15411.18;0;52614;45501;0;0;0;14485;27346;1427;129588;27330;300;751;8967;0;842;940;0;1114;165;1785;0
39858;46;84;0;15;1059039.72;161817.76;0;312;685291.4;130191.59;0;15941.62;19308.91;0;460080.64;28586.51;8497.51;67619;4077.38;13500.67;22534.85;659.85;2386.31;11973.45;0;1009.72;0;1107;19774.18;14053.31;3013.04;363.82
39872;46;84;0;19;122234;122234;0;0;0;28204;0;12629;14641;0;0;0;5611;1376;386;8063;15774;0;1902;5485;0;1540;98;477;0;0;156;0
39943;37;84;0;26;160614;151191;0;1540;10162;42078;1705;11800;12734;3078;0;664;5188;1037;729;8557;15976;124;3804;8155;0;1142;3;469;9365;2735;60;118
39946;45;84;0;21;384202.49;277585.09;0;8256;-35230.67;67877.92;0;43271.67;29659.39;8425.64;0;0;16746.29;109647;2647.31;23233.23;37633.2;1967.8;10625.43;6608.8;0;2439.99;0;1196.76;52540.91;7368.48;3264.39;2386.64
39949;45;84;0;26;350664;57394;0;-70;31942;76449;0;15263;10728;71000;0;6321;14592;77500;0;13353;26197;4854;1324;9086;0;1973;0;1740;27776;5009;3587;625
39951;50;84;0;14;89604;-13500;0;0;62654;-41869;0;7329;2267;15100;1413;2911;5774;6040;392;7954;6238;380;0;5007;0;872;1031;320;0;0;636;3365
40021;39;84;0;9;145381.11;30240.8;0;0;109576.95;35114.88;0;6269.24;6165.32;34389.41;0;7728.62;7282.03;5858.4;689.14;8244.54;4877.33;575.08;4131.02;8200.63;0;693.14;1678;700.76;0;0;1223.8;100.62
40027;50;84;0;13;131732.82;100505.84;0;43955.77;0;-7099.65;0;16452.16;27897.14;0;0;0;9459.54;8515.5;0;6924.42;18136;0;4965.05;4783.92;0;853.47;0;428;4212.6;178.41;1612.81;83.45
40028;45;84;0;29;179746;177506;0;2670;425;31587;0;20563;18899;0;275;0;6823;276528;0;2020;21255;0;5598;5390;0;1440;0;0;0;0;2332;3346
40030;39;84;0;5;210767.59;2126.23;0;3840;80031.56;81159.95;1567.06;2889.88;0;25531.93;2937.4;3762.2;12094.05;22242;3028.12;9912.92;14237.93;270;0;5313.52;0;1312.25;0;843.5;27525.11;3165.03;386.53;17.14
40033;45;84;0;15;241054.06;170800.15;0;0;0;28208.34;0;10436.84;34926.62;0;0;0;9309.96;26730;34.13;6272.03;18256.17;0;6386.86;3342.07;0;2126;0;22;0;0;1268.26;0
40045;15;84;0;11;182275.35;45368.19;0;300;11705.5;19118.62;0;9430.76;11107.01;35988.5;0;5391.87;6540.56;16024;0;24196.23;728.83;0;2697.04;6273.21;0;376.87;1771;484;0;0;1323.83;431.73
40047;15;84;0;23;165270.08;190393.08;0;0;0;21820.94;0;15918.67;27164.7;0;0;0;10120.67;77033;0;6331.71;21388;0;1769.96;3922.7;0;1417.05;0;455.76;0;0;769.23;0
40104;83;84;0;11;403515;340202;0;1107;0;38065;8640;10848;74569;0;0;0;6027;9838;4109;11086;43262;164;5918;9866;0;6142;0;120;0;0;4956;891
40129;45;84;1;17;728381;290738;0;33885;97438;276782.77;0;32468;45734;53376;0;16124;35009;93923;75;32831;54969;1500;10554;20438;0;5859;86;3074;0;0;13341;105
40134;45;84;0;17;281927;255942;0;0;0;56858;0;29997;55839;0;0;0;12354;42025;6173;18381;25258;114;29736;8376;0;1626;1684;668;23946;5766;11350;9540
40135;46;84;0;21;161557;182076;0;0;0;61793;0;9641;30932;0;0;0;7470;7307;2226;12294;16068;40;5410;6296;0;946;2221;1134;0;0;8019;50
40136;46;84;0;14;108980;99958;0;0;0;41944;0;6163;19358;237;0;0;4815;41759;0;3226;8652;0;5060;7549;0;878;1014;360;0;0;53;0
40140;46;84;0;20;364265;354930;0;17350;6049;25993;1966;45214;45183;1010;0;490;12757;21830;3007;12930;59324;0;3958;5898;0;4630;0;990;10005;2287;5236;120
40141;83;84;0;16;60307;-2400;0;-240;53357;13919;0;412;0;15220;0;2533;4438;17204;2288;4623;2334;0;0;4245;0;0;103;236;0;0;418;152
40147;46;84;0;14;379567.79;0;377113.87;0;0;85945.46;0;96143.48;762.58;0;0;0;3699.14;55616;0;3685.11;1185.36;611.79;0;6878.48;0;0;115;1016.53;46262.28;8373.86;2102.56;1637.14
40151;45;84;0;15;209865.49;19974.41;0;-1742;78232.74;70874.75;0;8057.5;5504.58;23224.84;0;6170.12;7383.91;39004;988.92;6948.05;14027.99;39.32;1402.34;7778.09;0;574.21;0;523.2;8946.12;1063.04;1848.69;237.85
40395;45;84;1;4;427830;424705;0;2425;0;88072.86;0;6407;42905;0;0;0;9134;49093;1359;11961;9825;1390;0;6334;0;1324;178;0;165213;10458;9734;1370
40396;46;84;1;14;80240;6024;0;-1893;70487;-3284.61;3552;3999;1646;2160;5482;2811;7848;26278;15;5137;8115;0;0;3470;0;385;0;957;0;0;3001;343
40731;37;84;0;5;291052;-6395;0;0;275957;102479.14;497.86;4423;1396;59780;1625;7575;11850;10020;877;4317;11901;0;1457;8254;0;1526;0;526;0;0;6604;5201
40789;39;84;0;6;436067;14480;0;385;275063;96362;65;3723;2209;179357;0;14171;4427;90012;3309;10257;9551;1451;0;6266;0;251;454;1641;872;319;7054;2026
40803;48;84;0;11;184190;28828;0;1237;114299;44450.75;0;2363;5893;5043;0;10360;5029;23059;695;4498;2767;1492;0;11133;0;303;1100;3417;10791;1557;9152;1118
40805;39;84;0;2;736303;32972;0;-4840;38597;115376;0;11032;8123;189474;7227;6304;27525;250152;714;49143;39752;1393;0;34141;0;318;72;2098;26213;3010;25211;22245
40809;37;84;0;6;175747;0;0;138529;0;4534;0;0;16978;0;0;0;2211;25492;1139;8562;14620;630;2036;4946;0;218;0;597;42889;4581;168;0
40812;45;84;0;7;600908;600908;0;0;0;90581.35;0;1445;69578;0;0;0;9159;513633;4672;11540;19311;520;675;7542;0;8411;0;895;285312;21812;984;62.14
40817;29;84;0;2;135448.15;135448.15;0;4173;0;-474.12;0;5247.74;24322.42;0;0;0;0;4135;0;0;49210.75;0;0;291.35;0;1377.75;0;2135.8;0;0;0;745.43
40820;37;84;0;4;104390;0;0;-67564;0;-153638;0;564;6665;0;0;0;3511;0;0;7098;8896;495;4215;10665;0;3972;0;436;0;0;400;0
40905;45;84;0;14;546646.59;24026.09;0;500;111173.36;174761.71;0;10118.89;8510.11;150509.78;22720.5;7725.42;20417.36;30767;482.95;12737.5;17366.96;7572.32;3011.13;12743.5;0;2188.72;50;1782.88;0;0;3625.15;0
40911;46;84;1;20;138821;0;0;150551;0;79788;485;0;1789;0;0;0;617;10639;242;787;2890;475;0;3994;0;441;83;2338;4245;312;1658;67
40912;45;84;0;11;135689.75;0;136008.75;0;0;47837.16;0;10606.17;2101.17;0;0;0;206;4475.74;0;2294.9;430;0;0;2317.9;0;581.3;0;1456.9;20064.1;1037.83;481.61;0
40914;45;84;0;9;148976.5;0;0;152376.5;0;34374.21;0;1601.43;22418.57;0;0;0;3581.97;0;0;3185.55;23586.51;0;7833.27;7140.57;0;677;0;0;32121.35;4495.61;3357.31;3864.58
40915;46;84;0;14;111309;5725;0;93704;0;17519;516;752;21494;0;0;0;1582;10060;610;13467;5632;1755;6568;3202;0;31;521;1089;1247;71;677;20
40921;45;84;0;12;471414;0;0;480070;0;-277662;3649;0;8259;0;0;0;3126;81515;3720;21588;71615;14368;5867;7261;0;3445;3298;2246;199688;39985;34228;10165
40924;74;84;0;15;312668;0;278670;0;0;-5660;0;44371;845;0;0;0;442;37520;0;2225;1610;0;0;11642;0;802;81;0;48372;4770;1758;141
40926;46;84;0;23;589639;40472;0;870;290978;50632.24;3751;7616.8;6386.67;108167;0;8256;4465.41;54577;776;13107;10297;350;2979;11241;0;0;0;1103;0;0;1000;108
40927;47;84;0;19;55702.25;0;71.09;68130.3;0;33852.83;0;0;2307.29;0;0;0;0;10256;2056.39;5363.25;1980;90;0;1994.93;0;0;0;217;0;0;386.96;442.11
40939;45;84;0;12;230298.5;0;0;159646.27;0;-1734.65;0;0;6800.27;0;0;0;758.97;17589;1162.14;7115.5;7624.76;349.5;3197.13;4831.1;0;3483.97;0;753.96;50822.16;6354.08;359.12;60.8
40947;46;84;0;15;122180;126964;0;0;0;48502.63;0;4540;27691;0;0;0;8935;1937;0;10700;17964;0;2002;229;0;1271;0;407;0;0;231;661
40949;47;84;0;26;214696;6948;198508;0;0;73199.78;1598;8492;2552;0;0;0;4474;53483;0;2459;13723;6880;6581;0;0;207;0;500;40802;10889;0;0
40951;45;84;0;20;93744.87;35253.87;0;38706.02;20090.44;70848.71;2814.69;6380.9;0;529.49;326.41;927.34;4177.88;17424;1252.06;4990.09;6377;0;737.5;2914.11;0;148.17;54;323;8002.09;1302.66;16.52;0
40952;47;84;1;20;179903.63;124132.33;0;0;0;-2782.79;0;5441.7;22556.53;0;0;0;7479.76;4237;0;15403.48;19834.89;60;4106.77;7931.67;0;1681.09;0;496;0;0;265.13;3175.37
40955;50;84;0;15;120111.16;116029.66;0;3972;-29.44;19181.5;2073.36;11425.25;24879.26;506.53;0;165.53;4502.68;1508.67;2046.94;6480.36;8471.78;100;2071.56;5713.52;0;1277.92;106.92;447;0;0;1030.72;411.22
41230;47;84;0;10;245732.31;77338;0;6558;19630.58;48674.31;6912;12869;6009;41785;0;6683;9157;16783;2865;12913;8688;1613;1734;8433;0;1610;450;575;19128;1441;2103;95
41232;15;84;0;12;267368;19858;0;3930;67506;14386.62;1700;4320;367;15828;0;1165;1885;21200;81;5796;2079;666;0;6725;0;86;587;1966;28498;10470;2115;2152
41487;47;84;1;19;315604;354209;0;330;0;49688.36;0;23073;49767;3348;0;761;11211;20095;252;26483;46512;0;0;7777;0;1304;0;905;29063;7546;3155;0
41489;46;84;0;19;260729;186650;0;450;109568;33059;0;9405;31144;51269;0;3057;17947;12590;8680;20187;30119;0;2888;11400;0;1457;0;1020;20567;3232;2081;2891
41491;45;84;0;19;323130;87257;0;3110;24784;39899;0;8466;16358;52986;750;3870;14928;15128;1306;26410;16775;485;4101;8940;0;11661;1510;1064;22399;2554;2013;58
41497;45;84;0;16;284853;15495;0;800;34591;93034;0;6010;0;17698;0;1180;13985;56253;1044;13095;28830;383;0;11724;0;1416;0;867;7024;71;3550;502
41609;45;84;0;14;591257;20548;0;4639;520980;109745;605;10009;19388;170722;0;21966;9461;60554;4558;13675;28658;0;0;9705;0;5283;23;1356;24282;3230;5389;537
41610;37;84;0;12;385768;15770;0;186;245147;60931;0;10595;3356;139695;6914;4276;7254;46305;2666;2392;11713;0;0;8731;0;1873;0;1145;750;0;5533;1658
41674;48;84;0;14;746136.41;370164.2;0;14500;272324.68;313822.95;4301.4;33119.83;57754.9;60257.2;7141.88;17831.15;52189.87;17233;21.33;28675.3;65657.18;1544.99;21888;23048.07;0;4392.91;33;2051.91;23090.31;2971.64;7694.67;186.86
41691;39;84;0;2;162244.47;92641.41;0;-1500;50493.06;51120.62;0;4341.36;17791.25;8826.3;0;611.8;4881.78;6541;8679.64;4933.74;21612.35;692.46;1201.52;9250.89;0;1270.36;0;1536.74;0;0;3546.33;1308.11
41692;39;84;0;7;158629.85;72607.29;0;2700;90438.13;58845.92;0;2352;11892;17328;0;1798;11183.13;13779.1;0;4609;11904;100;1006;6629;0;740;0;510;12725;1377;512;1257
41694;48;84;0;6;152051;45607;0;1560;18153;-3315.15;0;15457;6806;21043;0;3578;13427;16852;2136;18777;11571;1511;5385;11406;0;256;34;571;0;0;3476;26
41695;46;84;0;11;254383;195632;0;0;53913;48419;0;11543;47941;20631;0;2802;22213;12400;89;17661;28236;147;0;7974;0;1806;0;885;0;0;1637;207
41700;15;84;0;22;489432;3336;0;0;34858;117333;0;8223;0;121214;0;8538;16942;56443;1770;20878;11613;2519;0;6148;0;1284;0;2349;8034;834;1321;745
41702;50;84;0;10;595977;217519;0;450;96334;-6810;0;19763;35127;97119;0;10956;29720;22079;5856;38851;39995;1618;2518;22968;0;7482;0;1241;90;0;5074;37
41703;39;84;0;13;296009;272651;0;4954;0;44510;0;18179;39313;0;0;0;13173;3364;1861;16718;43873;0;13403;8808;0;3861;0;4;22342;3691;1848;1492
41709;15;84;0;13;284844;244618;0;1245;0;88260;0;15867;46169;0;0;0;13324;3205;152;8040;30545;0;9995;9264;0;2097;0;620;6491;429;1880;0
41710;15;84;0;17;232220.4;189925.4;0;2665;0;2153.4;0;14525;36488;0;0;0;11044;13960;549;13779;26247;205;4429;6246;0;1684;0;531;15025;2428;1701;376
41712;46;84;0;17;161281.03;218671.54;0;0;0;63716.61;5966.96;8819.48;31798.44;0;0;0;12248.15;1004;12284.43;4102.32;30222.15;1400;0;11617.98;0;1090.75;0;761.64;0;0;8.05;79.37
41716;37;84;0;2;1037170;0;1037170;0;0;397611;0;132441;13387;0;0;0;43734;38313;3076;18938;27826;0;0;8515;0;1217;0;964;156757;6936;0;0
41717;37;84;0;4;48155;0;48155;0;0;7557;0;828;0;0;0;0;0;8560;0;1305;7500;505;0;1878;0;209;0;0;0;0;124;551
41718;61;84;0;13;125998;36700;0;-105;16108;37408;91;5643;7784;19234;0;1070;7022;18616;181;6033;5335;150;770;5878;0;406;26;718;0;0;1234;250
41721;83;84;0;24;293686;252665;0;4234;10259;-5479.7;0;59594;29115;0;11691;83;19757;13364;727;30304;30468;157;10019;12708;0;693;1755;0;19099;2269;4356;1403
41724;39;84;0;4;730156;432349;41460;6701;29272;-49972;1101;81307;48597;86732;10974;16665;31362;83606;3192;32134;52752;0;0;15159;0;11932;0;263;63539;12724;4356;8412
41830;83;84;0;23;98443;97923;0;520;0;3090;0;13209;11297;0;0;0;4054;2545;368;795;11462;0;1702;4430;0;790;471;2527;0;0;568;0
41837;83;84;0;19;70264;70343;0;0;0;21637;0;8198;10063;0;0;0;2750;1927;159;4373;7120;0;2905;2807;0;471;43;275;0;0;271;0
41838;46;84;0;19;322038.08;269327.64;0;6635.8;0;32939.86;0;27812.54;43640.12;0;0;0;15997.79;6385;3550.02;26771.48;35024.41;1895;5963.45;10147.51;0;2072.82;0;915.53;1897.38;286.93;2814.03;527.08
41840;45;84;0;16;21371.3;0;0;25846.3;0;7404.01;0;0;1862.88;0;0;0;1392.02;4259;581.37;1509.29;0;150.15;636.12;1110.97;0;0;654;156;0;0;0;215.57
41842;46;84;0;12;131434.77;0;0;109854.77;0;48486.26;0;0;7914.07;0;0;0;1312.15;13000;0;5468.73;5669.12;0;3252.64;2096.61;0;347;2004;361;10129.62;1446.82;315.2;0.26
41855;39;84;0;7;209548.76;150829.93;58718.83;0;0;18232.28;0;18451.85;15080.5;0;0;0;5681.62;23051.1;0;3915.3;6521;91.66;5428;4776.82;0;836.09;0;100;25217.17;2534.56;2586.49;60.18
41874;46;84;0;18;136496.29;8400.49;0;-50;144509.97;103637.09;0;2938.06;1673.45;51195.96;3146.4;10256.8;6154.56;1045;1552.41;5884.17;20817.86;989;0;6578.07;0;507.69;0;604.16;0;0;1487.97;237.39
41878;45;84;0;13;115160;4982;0;588;44526;-33442;5229;7228;5321;8144;2614;2863;11330;15638;794;1454;15086;0;2977;5232;0;255;0;397;22459;1435;180;690
42105;46;84;1;13;38581.84;12264.6;0;750;34570.04;33536.82;0;1834.72;3663.37;7378.45;0;386.38;2226.57;1458.5;365.02;4726.02;8006.12;661.79;0;2065.71;0;227.25;786;453.19;0;0;0;0
42109;46;84;1;11;10403.83;13973.59;0;0;0;11583.49;0;0;0;0;0;0;1770.33;918.99;22.51;2279.04;13246.32;0;0;4371.06;0;136.29;913;182.05;0;0;331.68;293.02
42357;47;84;0;12;133348.43;0;0;113112.43;0;59254.59;0;23.9;7333.5;0;0;0;1285.93;18671;14925.49;3464.36;4229;0;0;1379.51;0;0;0;601;2394.16;109.08;657.65;121.79
42358;45;84;0;9;377521;27232;0;-150;81517;209889;0;8345;3329;47425;3836;17118;12025;32845;5251;24639;21319;6786;0;9563;0;892;412;1258;0;0;5605;1379
42361;47;84;0;12;270989;-1470;0;0;26391;123260;0;2638;2376;25527;3634;7347;4797;41328;815;5265;18175;3954;0;8754;0;146;146;1591;0;0;2228;251
42366;48;84;0;9;228659.78;269794.87;0;3467.11;0;75939.25;0;13203.78;56499.53;0;0;0;7609.18;5500;0;10719.34;40523.12;0;4078.17;8092.06;0;1423.45;0;1248.36;2949.97;296.05;2560.1;24.62
42368;15;84;0;11;146529;140986;0;0;0;16405;1822;11389;33996;0;0;0;7161;16632;0;6848;22490;8060;7465;6529;0;1234;0;464;0;0;2975;7465
42369;74;84;0;18;415920.86;39692.35;0;0;72904.91;88582.55;5483.26;13248.4;9682.21;93520.96;0;15880.74;17317.41;38893.5;1518.11;16337.9;21308.04;2575.44;7855.38;11157.79;0;2230.99;120;1354.19;2628.12;1294.55;1785.56;394.88
42372;46;84;1;26;425057;317337;0;30648;55882;35162;9269;40090;84610;16197;0;2754;35941;7050;2219;33794;39431;864;0;16641;0;2695;0;961;0;0;3098;64
42374;46;84;0;19;107130.57;-1440;0;0;17419.79;28941.32;1822.8;0;0;31215.87;5876.3;2902.04;3070.66;14222.5;50.5;9750.83;5879.53;1863.36;0;4550.56;0;765.26;0;424.71;0;0;284.1;22.6
42478;46;84;0;21;120817;145448;0;3232;0;27080;26230;18349;18958;0;0;0;8746;131471;620;10082;28648;1160;7862;11436;0;1027;0;6077;1247;201;6076;2713
42482;15;84;1;13;236875;334208;0;6720;0;7491;8003;13928;50141;0;0;0;12943;13169;856;6535;43399;0;5342;6967;0;3701;0;0;49048;21167;2333;5221
42485;61;84;0;24;257573;235406;0;0;0;26986;0;6013;44965;0;0;0;14389;6934;17812;28511;22646;0;5643;6586;0;3090;1427;727;10856;1427;1815;1391
42486;46;84;0;15;74709.24;3127.13;0;0;77917.61;29410.88;0;2325.1;1329.51;9988.12;0;4147.33;8675.74;9621.77;1471.69;4471.57;6033.33;0;0;5646.77;0;405.34;207.72;374.76;0;0;1601.21;0.93
42488;15;84;0;18;551808;494088;0;2488;0;82757;11309;34987;47400;0;0;0;21123;274635;2825;42937;44731;671;27146;15835;0;2650;0;983;0;0;1776;66
42490;15;84;0;13;320992;263420;0;8822;0;36705.79;1525;27855;43234;0;0;0;18891;13750;2293;14753;57868;0;3044;6528;0;2380;0;943;33153.84;6309;3051;522
